name,format,size,mtime,source
4# Les Wexner assorted documents - 2020 07 28 - 472133211-Wexner-Letter-to-Judge-Preska_jp2.zip,Single Page Processed JP2 ZIP,2137150,1607401404,derivative
4# Les Wexner assorted documents - 2020 07 28 - 472133211-Wexner-Letter-to-Judge-Preska_lcp.epub,LCP Encrypted EPUB,14410,1753683312,derivative
4# Les Wexner assorted documents - 2020 07 28 - 472133211-Wexner-Letter-to-Judge-Preska_page_numbers.json,Page Numbers JSON,820,1753697180,derivative
4# Les Wexner assorted documents - 2020 07 28 - 472133211-Wexner-Letter-to-Judge-Preska_scandata.xml,Scandata,1539,1753697180,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232.epub,EPUB,501167,1753680510,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232.pdf,Image Container PDF,20083147,1607347464,original
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_chocr.html.gz,chOCR,7810120,1607458128,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_djvu.txt,DjVuTXT,588748,1753694660,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_djvu.xml,Djvu XML,9891801,1753673555,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_hocr.html,hOCR,20141828,1615239992,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_hocr_pageindex.json.gz,OCR Page Index,7057,1615244983,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_hocr_searchtext.txt.gz,OCR Search Text,176606,1615245215,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_jp2.zip,Single Page Processed JP2 ZIP,171371460,1607423843,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_lcp.epub,LCP Encrypted EPUB,537206,1753683532,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_page_numbers.json,Page Numbers JSON,105876,1753697229,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_scandata.xml,Scandata,212213,1753697230,derivative
6# Epstein FBI report - 2017 05 25 - Epstein FBI_merged232_text.pdf,Additional Text PDF,35873265,1753703506,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs.epub,EPUB,75640,1700009699,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs.pdf,Image Container PDF,9504224,1607347521,original
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_chocr.html.gz,chOCR,1290186,1607458831,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_djvu.txt,DjVuTXT,79199,1753695492,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_djvu.xml,Djvu XML,1678424,1753673497,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_hocr.html,hOCR,4269484,1615240047,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_hocr_pageindex.json.gz,OCR Page Index,840,1615243765,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_hocr_searchtext.txt.gz,OCR Search Text,34679,1615245398,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_jp2.zip,Single Page Processed JP2 ZIP,55092277,1607413621,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_lcp.epub,LCP Encrypted EPUB,80290,1753673854,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_page_numbers.json,Page Numbers JSON,12475,1753696977,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_scandata.xml,Scandata,23614,1753696978,derivative
7# Epstein Flight Logs(Clinton Lied) - 2019 06 06 - 01# Epstein Flight Logs_text.pdf,Additional Text PDF,9382239,1753698910,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets.epub,EPUB,58929,1753676657,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets.pdf,Text PDF,2111731,1607347544,original
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_chocr.html.gz,chOCR,1156387,1607459406,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_djvu.txt,DjVuTXT,89795,1753695454,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_djvu.xml,Djvu XML,1103515,1753673897,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_hocr.html,hOCR,2000245,1615240115,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_hocr_pageindex.json.gz,OCR Page Index,350,1615245556,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_hocr_searchtext.txt.gz,OCR Search Text,29099,1615245082,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_jp2.zip,Single Page Processed JP2 ZIP,17943653,1607401365,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_lcp.epub,LCP Encrypted EPUB,61195,1753688610,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_page_numbers.json,Page Numbers JSON,4772,1753696532,derivative
8# Epstein assets - 2019 07 12 - 0000# Epstein assets_scandata.xml,Scandata,10045,1753696533,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008.epub,EPUB,20442,1753676182,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008.pdf,Text PDF,108555,1607348218,original
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_chocr.html.gz,chOCR,261295,1607428012,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_djvu.txt,DjVuTXT,20352,1753692784,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_djvu.xml,Djvu XML,256327,1753673957,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_hocr.html,hOCR,457045,1615240979,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_hocr_pageindex.json.gz,OCR Page Index,158,1615247162,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_hocr_searchtext.txt.gz,OCR Search Text,7127,1615247072,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_jp2.zip,Single Page Processed JP2 ZIP,4859608,1607394699,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_lcp.epub,LCP Encrypted EPUB,21837,1753685496,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_page_numbers.json,Page Numbers JSON,1991,1753695974,derivative
9# Epstein and related persons lawsuits(Trump included - 1# Jane Doe vs Epstein 2008_scandata.xml,Scandata,3875,1753695975,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019.epub,EPUB,40415,1753680757,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019.pdf,Text PDF,418265,1607347588,original
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_chocr.html.gz,chOCR,630670,1607459758,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_djvu.txt,DjVuTXT,49397,1753695421,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_djvu.xml,Djvu XML,608017,1753673916,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_hocr.html,hOCR,1085981,1615240377,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_hocr_pageindex.json.gz,OCR Page Index,331,1615245754,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_hocr_searchtext.txt.gz,OCR Search Text,15727,1615245892,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_jp2.zip,Single Page Processed JP2 ZIP,10616366,1607394639,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_lcp.epub,LCP Encrypted EPUB,42803,1753683762,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_page_numbers.json,Page Numbers JSON,4750,1753696095,derivative
9# Epstein and related persons lawsuits(Trump included - 10# Giuffre-v.-Dershowitz 2019_scandata.xml,Scandata,10156,1753696095,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019.epub,EPUB,52150,1753680874,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019.pdf,Text PDF,205141,1607347596,original
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_chocr.html.gz,chOCR,893828,1607450301,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_djvu.txt,DjVuTXT,69790,1753694751,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_djvu.xml,Djvu XML,889196,1753673922,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_hocr.html,hOCR,1579863,1615239944,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_hocr_pageindex.json.gz,OCR Page Index,398,1615242768,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_hocr_searchtext.txt.gz,OCR Search Text,21599,1615248649,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_jp2.zip,Single Page Processed JP2 ZIP,14871282,1607401196,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_lcp.epub,LCP Encrypted EPUB,54712,1753683978,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_page_numbers.json,Page Numbers JSON,5668,1753696495,derivative
9# Epstein and related persons lawsuits(Trump included - 11# Doe 1 & 2vs. USA 2019_scandata.xml,Scandata,11629,1753696496,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018.epub,EPUB,35952,1753680991,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018.pdf,Text PDF,366725,1607347606,original
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_chocr.html.gz,chOCR,545629,1607485108,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_djvu.txt,DjVuTXT,41474,1753694739,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_djvu.xml,Djvu XML,491727,1753673932,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_hocr.html,hOCR,876794,1615240412,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_hocr_pageindex.json.gz,OCR Page Index,259,1615246950,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_hocr_searchtext.txt.gz,OCR Search Text,15335,1615246883,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_jp2.zip,Single Page Processed JP2 ZIP,8280150,1607394457,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_lcp.epub,LCP Encrypted EPUB,37824,1753684153,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_page_numbers.json,Page Numbers JSON,3672,1753695676,derivative
9# Epstein and related persons lawsuits(Trump included - 12# Miami-Herald vs Epstein 2018_scandata.xml,Scandata,7211,1753695676,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019.epub,EPUB,19715,1753681089,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019.pdf,Image Container PDF,505273,1607347621,original
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_chocr.html.gz,chOCR,240520,1607460019,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_djvu.txt,DjVuTXT,16953,1753694720,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_djvu.xml,Djvu XML,225751,1753673936,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_hocr.html,hOCR,419514,1615240503,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_hocr_pageindex.json.gz,OCR Page Index,187,1615246826,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_hocr_searchtext.txt.gz,OCR Search Text,4843,1615246773,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_jp2.zip,Single Page Processed JP2 ZIP,1225519,1607413796,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_lcp.epub,LCP Encrypted EPUB,21287,1753684546,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_page_numbers.json,Page Numbers JSON,2486,1753695735,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_scandata.xml,Scandata,4903,1753695735,derivative
9# Epstein and related persons lawsuits(Trump included - 13# U-S-v-Jeffrey-Epstein-Indictment 2019_text.pdf,Additional Text PDF,479704,1753697341,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019.epub",EPUB,25122,1753681241,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019.pdf",Text PDF,158780,1607347631,original
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_chocr.html.gz",chOCR,411474,1607460212,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_djvu.txt",DjVuTXT,32143,1753694694,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_djvu.xml",Djvu XML,393022,1753673944,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_hocr.html",hOCR,702176,1615240561,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_hocr_pageindex.json.gz",OCR Page Index,149,1615246712,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_hocr_searchtext.txt.gz",OCR Search Text,10980,1615246658,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_jp2.zip",Single Page Processed JP2 ZIP,7412587,1607401015,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_lcp.epub",LCP Encrypted EPUB,26430,1753684768,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_page_numbers.json",Page Numbers JSON,1828,1753695798,derivative
"9# Epstein and related persons lawsuits(Trump included - 14 #U S v Jeffrey Epstein, Bail Memo 2019_scandata.xml",Scandata,3453,1753695798,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019.epub,EPUB,11125,1753679809,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019.pdf,Text PDF,237251,1607347643,original
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_chocr.html.gz,chOCR,86549,1607460376,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_djvu.txt,DjVuTXT,6208,1753693620,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_djvu.xml,Djvu XML,89590,1753673947,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_hocr.html,hOCR,161032,1615240622,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_hocr_pageindex.json.gz,OCR Page Index,84,1615246436,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_hocr_searchtext.txt.gz,OCR Search Text,2669,1615246334,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_jp2.zip,Single Page Processed JP2 ZIP,3901280,1607400895,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_lcp.epub,LCP Encrypted EPUB,12123,1753681771,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_page_numbers.json,Page Numbers JSON,820,1753695853,derivative
9# Epstein and related persons lawsuits(Trump included - 15# Affidavit-of-Maria-Farmer 2019_scandata.xml,Scandata,1539,1753695853,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019.epub,EPUB,1493478,1753676791,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019.pdf,Text PDF,94830205,1607348209,original
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_chocr.html.gz,chOCR,25677205,1607469846,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_djvu.txt,DjVuTXT,2011913,1753693352,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_djvu.xml,Djvu XML,27893831,1753673513,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_hocr.html,hOCR,55542320,1615240750,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_hocr_pageindex.json.gz,OCR Page Index,16065,1615247288,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_hocr_searchtext.txt.gz,OCR Search Text,628955,1615247380,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_jp2.zip,Single Page Processed JP2 ZIP,183023172,1607400815,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_lcp.epub,LCP Encrypted EPUB,1565804,1753684998,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_page_numbers.json,Page Numbers JSON,226924,1753695928,derivative
9# Epstein and related persons lawsuits(Trump included - 16# Virginia Roberts Guiffre 2019_scandata.xml,Scandata,435954,1753695929,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014.epub,EPUB,22956,1753675718,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014.pdf,Text PDF,88266,1607348226,original
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_chocr.html.gz,chOCR,304416,1607485669,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_djvu.txt,DjVuTXT,23608,1753692755,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_djvu.xml,Djvu XML,301741,1753673939,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_hocr.html,hOCR,538158,1615241067,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_hocr_pageindex.json.gz,OCR Page Index,178,1615247483,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_hocr_searchtext.txt.gz,OCR Search Text,8166,1615247578,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_jp2.zip,Single Page Processed JP2 ZIP,5145767,1607412741,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_lcp.epub,LCP Encrypted EPUB,24439,1753685759,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_page_numbers.json,Page Numbers JSON,2299,1753696019,derivative
9# Epstein and related persons lawsuits(Trump included - 2# Jane Doe 1 & 2 vs US 2014_scandata.xml,Scandata,4846,1753696019,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015.epub,EPUB,8768,1753675126,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015.pdf,Text PDF,99086,1607348235,original
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_chocr.html.gz,chOCR,32830,1607485711,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_djvu.txt,DjVuTXT,2383,1753692746,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_djvu.xml,Djvu XML,32352,1753673928,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_hocr.html,hOCR,59077,1615241248,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_hocr_pageindex.json.gz,OCR Page Index,60,1615247697,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_hocr_searchtext.txt.gz,OCR Search Text,1226,1615247814,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_jp2.zip,Single Page Processed JP2 ZIP,662042,1607401379,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_lcp.epub,LCP Encrypted EPUB,9662,1753685950,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_page_numbers.json,Page Numbers JSON,484,1753695627,derivative
9# Epstein and related persons lawsuits(Trump included - 3# Edwards vs Epstein & Rothstein 2015_scandata.xml,Scandata,901,1753695627,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016.epub,EPUB,44337,1753675350,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016.pdf,Text PDF,1347315,1607348244,original
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_chocr.html.gz,chOCR,661961,1607484789,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_djvu.txt,DjVuTXT,50445,1753692730,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_djvu.xml,Djvu XML,708591,1753673908,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_hocr.html,hOCR,1349573,1615241142,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_hocr_pageindex.json.gz,OCR Page Index,415,1615246593,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_hocr_searchtext.txt.gz,OCR Search Text,14811,1615247874,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_jp2.zip,Single Page Processed JP2 ZIP,11331228,1607412981,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_lcp.epub,LCP Encrypted EPUB,47055,1753686293,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_page_numbers.json,Page Numbers JSON,5979,1753696057,derivative
9# Epstein and related persons lawsuits(Trump included - 4# Jane Doe vs Trump & Epstein 2016_scandata.xml,Scandata,11948,1753696058,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016.epub,EPUB,73913,1753674582,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016.pdf,Text PDF,3722532,1607348265,original
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_chocr.html.gz,chOCR,1289985,1607486995,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_djvu.txt,DjVuTXT,92617,1753693382,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_djvu.xml,Djvu XML,1273902,1753673542,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_hocr.html,hOCR,2396204,1615240904,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_hocr_pageindex.json.gz,OCR Page Index,681,1615248860,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_hocr_searchtext.txt.gz,OCR Search Text,26371,1615248517,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_jp2.zip,Single Page Processed JP2 ZIP,51261184,1607424629,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_lcp.epub,LCP Encrypted EPUB,78006,1753686453,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_page_numbers.json,Page Numbers JSON,10025,1753696139,derivative
9# Epstein and related persons lawsuits(Trump included - 5# Katie Johnson vs Trump 2016_scandata.xml,Scandata,19694,1753696139,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017.epub,EPUB,30247,1753676034,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017.pdf,Text PDF,225588,1607348271,original
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_chocr.html.gz,chOCR,433511,1607487257,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_djvu.txt,DjVuTXT,33297,1753693610,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_djvu.xml,Djvu XML,396014,1753673525,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_hocr.html,hOCR,705280,1615241467,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_hocr_pageindex.json.gz,OCR Page Index,217,1615248231,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_hocr_searchtext.txt.gz,OCR Search Text,12809,1615249385,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_jp2.zip,Single Page Processed JP2 ZIP,6600840,1607426880,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_lcp.epub,LCP Encrypted EPUB,32030,1753686646,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_page_numbers.json,Page Numbers JSON,2997,1753696190,derivative
9# Epstein and related persons lawsuits(Trump included - 6# Cernovich-Lawsuit-Epstein 2017_scandata.xml,Scandata,5895,1753696190,derivative
